file,vertices
np_training_files/TROPOMISO2_20220515T000128__SAA=-160_SZA=35.npy,"[[(61, 138), (54, 138), (53, 137), (57, 136), (57, 131), (63, 124), (69, 123), (70, 121), (79, 119), (80, 117), (84, 116), (97, 116), (98, 118), (99, 124), (98, 127), (84, 128), (83, 130), (74, 132), (73, 134), (62, 136), (61, 138)], [(21, 169), (17, 168), (15, 162), (21, 157), (21, 155), (37, 141), (40, 141), (41, 139), (43, 139), (44, 141), (45, 139), (50, 139), (50, 141), (47, 142), (46, 145), (42, 149), (38, 150), (35, 156), (21, 169)], [(86, 200), (81, 196), (81, 192), (88, 183), (94, 182), (95, 180), (107, 178), (112, 181), (108, 190), (104, 191), (101, 194), (96, 194), (95, 196), (87, 198), (86, 200)], [(175, 176), (182, 175), (177, 146), (152, 115), (135, 111), (109, 113), (68, 124), (30, 146), (13, 169), (9, 189), (20, 179), (37, 156), (66, 137), (98, 128), (125, 124), (145, 124), (163, 147), (171, 166)]]"
np_training_files/TROPOMISO2_20220618T230610__SAA=-169_SZA=37.npy,[]
np_training_files/TROPOMISO2_20200621T233831__SAA=-171_SZA=38.npy,[]
np_training_files/TROPOMISO2_20210522T015151__SAA=-143_SZA=24.npy,[]
np_training_files/TROPOMISO2_20200626T000425__SAA=-174_SZA=40.npy,[]
np_training_files/TROPOMISO2_20220614T004110__SAA=-169_SZA=37.npy,"[[(168, 9), (168, 11), (164, 12), (163, 14), (160, 16), (152, 16), (149, 16), (147, 14), (149, 11), (157, 10), (160, 10), (161, 9), (166, 8)], [(168, 9), (168, 11), (164, 12), (163, 14), (160, 16), (152, 16), (149, 16), (147, 14), (149, 11), (157, 10), (160, 10), (161, 9), (166, 8)], [(168, 9), (168, 11), (164, 12), (163, 14), (160, 16), (152, 16), (149, 16), (147, 14), (149, 11), (157, 10), (160, 10), (161, 9), (166, 8)], [(168, 9), (168, 11), (164, 12), (163, 14), (160, 16), (152, 16), (149, 16), (147, 14), (149, 11), (157, 10), (160, 10), (161, 9), (166, 8)]]"
np_training_files/TROPOMISO2_20210608T233701__SAA=-166_SZA=35.npy,[]
np_training_files/TROPOMISO2_20200423T234448__SAA=-170_SZA=47.npy,"[[(220, 51), (216, 50), (213, 48), (215, 47), (213, 46), (213, 44), (215, 43), (215, 29), (213, 28), (213, 19), (216, 17), (219, 17), (226, 25), (226, 31), (224, 32), (223, 36), (224, 44), (222, 50), (220, 51)]]"
np_training_files/TROPOMISO2_20210801T232307__SAA=-165_SZA=36.npy,[]
np_training_files/TROPOMISO2_20200629T004425__SAA=-155_SZA=26.npy,"[[(209, 252), (195, 252), (191, 251), (190, 249), (188, 251), (187, 249), (183, 249), (183, 243), (188, 238), (205, 238), (206, 240), (212, 241), (213, 245), (212, 251), (209, 252)]]"
np_training_files/TROPOMISO2_20200615T234732__SAA=-155_SZA=27.npy,[]
np_training_files/TROPOMISO2_20200728T234040__SAA=-159_SZA=30.npy,[]
np_training_files/TROPOMISO2_20220306T001657__SAA=-175_SZA=66.npy,[]
np_training_files/TROPOMISO2_20200711T001908__SAA=-158_SZA=28.npy,[]
np_training_files/TROPOMISO2_20210920T004709__SAA=-168_SZA=58.npy,"[[(185, 36), (179, 36), (176, 35), (174, 12), (180, 7), (185, 7), (189, 10), (191, 19), (191, 31), (185, 36)], [(175, 116), (174, 114), (170, 113), (168, 110), (172, 103), (171, 99), (169, 98), (167, 88), (165, 87), (164, 82), (161, 81), (160, 78), (153, 72), (153, 70), (138, 54), (132, 53), (131, 51), (117, 51), (116, 53), (107, 53), (106, 51), (103, 51), (101, 46), (101, 40), (99, 39), (99, 22), (101, 21), (102, 13), (109, 13), (112, 15), (122, 31), (127, 32), (129, 35), (134, 37), (140, 46), (146, 48), (148, 51), (150, 52), (151, 54), (156, 55), (172, 71), (172, 77), (174, 78), (174, 80), (172, 81), (174, 82), (176, 99), (176, 113), (175, 116)], [(39, 255), (33, 252), (26, 245), (26, 242), (33, 235), (37, 235), (37, 238), (40, 239), (44, 246), (44, 252), (40, 253), (39, 255)]]"
np_training_files/TROPOMISO2_20200812T001811__SAA=-158_SZA=33.npy,"[[(87, 315), (77, 314), (75, 309), (77, 307), (83, 308), (84, 311), (83, 312), (87, 313), (87, 315)], [(92, 314), (89, 311), (82, 309), (76, 309), (74, 311), (75, 315), (77, 316), (83, 316), (89, 316)]]"
np_training_files/TROPOMISO2_20200707T233408__SAA=-154_SZA=26.npy,[]
np_training_files/TROPOMISO2_20220719T012117__SAA=-152_SZA=25.npy,"[[(153, 207), (146, 207), (145, 199), (142, 197), (141, 195), (138, 193), (138, 184), (143, 180), (145, 180), (147, 185), (150, 185), (153, 190), (154, 194), (153, 207)], [(62, 351), (63, 341), (52, 339), (44, 351)], [(62, 351), (63, 341), (52, 339), (44, 351)]]"
np_training_files/TROPOMISO2_20220527T231829__SAA=-166_SZA=37.npy,"[[(24, 110), (21, 110), (15, 114), (10, 120), (9, 125), (17, 120), (23, 115), (25, 113)], [(24, 110), (21, 110), (15, 114), (10, 120), (9, 125), (17, 120), (23, 115), (25, 113)]]"
np_training_files/TROPOMISO2_20210526T003558__SAA=-144_SZA=24.npy,[]
np_training_files/TROPOMISO2_20220618T010610__SAA=-167_SZA=35.npy,[]
np_training_files/TROPOMISO2_20200805T005325__SAA=-170_SZA=41.npy,[]
np_training_files/TROPOMISO2_20220528T005829__SAA=-160_SZA=33.npy,"[[(12, 300), (15, 293), (18, 275), (11, 275), (8, 296)], [(238, 132), (230, 132), (230, 137), (234, 138), (238, 137)]]"
np_training_files/TROPOMISO2_20200301T233605__SAA=-170_SZA=59.npy,[]
np_training_files/TROPOMISO2_20210826T235635__SAA=-170_SZA=49.npy,"[[(0, 76), (2, 76), (2, 74), (0, 73), (3, 70), (11, 70), (11, 73), (13, 74), (13, 77), (11, 78), (9, 84), (5, 84), (2, 83), (2, 80), (0, 80)], [(19, 72), (20, 63), (25, 63), (24, 73)], [(11, 85), (11, 79), (14, 76), (14, 69), (11, 69), (8, 71), (2, 71), (3, 79), (6, 84), (9, 86)], [(54, 60), (49, 49), (45, 51), (50, 63)], [(151, 43), (150, 39), (145, 40), (147, 45)], [(151, 43), (150, 39), (145, 40), (147, 45)]]"
np_training_files/TROPOMISO2_20200703T231425__SAA=-178_SZA=43.npy,[]
np_training_files/TROPOMISO2_20200615T000732__SAA=-159_SZA=30.npy,[]
np_training_files/TROPOMISO2_20220906T010245__SAA=-158_SZA=40.npy,"[[(340, 303), (341, 300), (351, 302), (351, 310)], [(340, 303), (341, 300), (351, 302), (351, 310)], [(340, 303), (341, 300), (351, 302), (351, 310)]]"
np_training_files/TROPOMISO2_20210708T003034__SAA=-153_SZA=25.npy,"[[(149, 299), (145, 299), (145, 294), (148, 290), (157, 288), (158, 286), (164, 284), (166, 281), (171, 282), (171, 285), (169, 286), (168, 290), (165, 290), (163, 293), (158, 293), (157, 296), (150, 297), (149, 299)]]"
np_training_files/TROPOMISO2_20210714T001737__SAA=-153_SZA=25.npy,"[[(88, 351), (88, 348), (77, 348), (77, 346), (73, 344), (73, 340), (76, 337), (91, 336), (92, 334), (98, 332), (103, 326), (106, 325), (108, 325), (111, 329), (142, 328), (147, 323), (156, 321), (157, 312), (161, 318), (160, 321), (164, 321), (169, 326), (169, 328), (171, 329), (171, 333), (169, 334), (162, 334), (160, 341), (153, 347), (151, 347), (149, 351)], [(201, 329), (191, 328), (190, 320), (192, 318), (201, 319), (204, 323), (204, 328), (201, 329)], [(108, 336), (108, 334), (106, 335), (107, 336), (108, 336)], [(134, 351), (134, 348), (125, 348), (125, 345), (115, 343), (108, 337), (100, 341), (98, 347), (95, 350), (91, 351)]]"
np_training_files/TROPOMISO2_20220505T232950__SAA=-161_SZA=37.npy,"[[(205, 234), (200, 233), (200, 231), (198, 230), (198, 225), (203, 220), (208, 219), (209, 221), (209, 231), (208, 233), (205, 234)]]"
np_training_files/TROPOMISO2_20210820T002635__SAA=-165_SZA=41.npy,"[[(175, 178), (148, 178), (147, 176), (139, 174), (128, 174), (127, 172), (103, 172), (97, 167), (97, 164), (89, 163), (88, 161), (85, 161), (81, 158), (83, 157), (81, 156), (80, 148), (82, 145), (84, 145), (88, 147), (94, 147), (95, 149), (98, 150), (103, 150), (104, 152), (112, 152), (113, 147), (120, 147), (121, 149), (124, 150), (139, 150), (140, 152), (147, 153), (150, 156), (152, 156), (153, 161), (156, 161), (157, 164), (165, 165), (166, 167), (178, 168), (181, 172), (183, 173), (182, 175), (176, 176), (175, 178)], [(114, 150), (114, 150)], [(92, 259), (87, 259), (87, 253), (89, 251), (92, 251), (96, 246), (101, 245), (104, 242), (112, 240), (118, 234), (123, 233), (124, 231), (132, 231), (133, 227), (143, 222), (144, 220), (145, 221), (145, 224), (142, 225), (143, 227), (140, 227), (139, 230), (137, 230), (135, 233), (132, 233), (128, 240), (118, 242), (117, 244), (113, 245), (112, 248), (106, 251), (103, 255), (93, 257), (92, 259)]]"
np_training_files/TROPOMISO2_20220813T235718__SAA=-172_SZA=46.npy,[]
np_training_files/TROPOMISO2_20220530T002129__SAA=-165_SZA=36.npy,"[[(72, 202), (67, 202), (65, 201), (65, 188), (64, 179), (62, 178), (62, 165), (61, 161), (59, 160), (58, 154), (58, 135), (62, 131), (68, 132), (69, 135), (68, 139), (65, 140), (65, 145), (68, 148), (68, 152), (70, 154), (70, 167), (72, 168), (72, 183), (73, 190), (75, 191), (72, 202)], [(262, 69), (261, 74), (253, 76), (243, 81), (233, 84), (220, 86), (206, 85), (205, 80), (214, 76), (223, 77), (234, 78), (243, 74), (252, 70)], [(66, 199), (58, 215), (58, 230), (59, 246), (68, 245), (68, 224), (76, 205), (72, 173), (71, 156), (69, 140), (74, 149), (82, 131), (100, 102), (104, 84), (103, 78), (96, 76), (94, 94), (86, 108), (76, 117), (68, 122), (64, 118), (68, 111), (68, 103), (62, 102), (50, 114), (52, 127), (56, 138), (59, 148), (63, 163), (66, 181)], [(66, 199), (58, 215), (58, 230), (59, 246), (68, 245), (68, 224), (76, 205), (72, 173), (71, 156), (69, 140), (74, 149), (82, 131), (100, 102), (104, 84), (103, 78), (96, 76), (94, 94), (86, 108), (76, 117), (68, 122), (64, 118), (68, 111), (68, 103), (62, 102), (50, 114), (52, 127), (56, 138), (59, 148), (63, 163), (66, 181)], [(16, 121), (30, 114), (35, 117), (22, 126), (26, 140), (22, 144), (12, 134)]]"
np_training_files/TROPOMISO2_20200707T233908__SAA=-175_SZA=41.npy,[]
np_training_files/TROPOMISO2_20210402T005109__SAA=-164_SZA=45.npy,"[[(240, 222), (221, 222), (219, 219), (216, 219), (215, 210), (224, 208), (229, 209), (230, 211), (237, 212), (239, 215), (241, 216), (240, 222)]]"
np_training_files/TROPOMISO2_20200731T004540__SAA=-165_SZA=36.npy,[]
np_training_files/TROPOMISO2_20200710T003908__SAA=-162_SZA=31.npy,"[[(169, 108), (153, 108), (152, 106), (140, 105), (139, 103), (131, 103), (125, 101), (124, 99), (121, 99), (114, 95), (112, 89), (108, 87), (108, 81), (112, 79), (114, 76), (116, 76), (116, 74), (122, 68), (128, 65), (182, 65), (183, 70), (197, 81), (197, 86), (193, 90), (181, 87), (178, 99), (176, 100), (174, 105), (170, 106), (169, 108)], [(233, 136), (216, 134), (212, 130), (212, 126), (217, 123), (222, 123), (224, 120), (230, 119), (231, 117), (237, 116), (238, 114), (252, 114), (257, 112), (264, 112), (267, 109), (273, 108), (278, 103), (285, 101), (286, 98), (296, 99), (299, 103), (299, 109), (297, 110), (297, 113), (295, 116), (291, 117), (290, 119), (280, 121), (279, 123), (272, 125), (267, 130), (242, 131), (233, 136)]]"
np_training_files/TROPOMISO2_20200507T003639__SAA=-148_SZA=28.npy,[]
np_training_files/TROPOMISO2_20210304T013330__SAA=-165_SZA=49.npy,"[[(0, 246), (13, 245), (17, 244), (18, 242), (30, 240), (53, 242), (54, 244), (61, 244), (70, 246), (71, 248), (83, 249), (84, 251), (94, 253), (95, 255), (112, 257), (113, 259), (123, 260), (124, 262), (135, 264), (136, 268), (142, 272), (143, 277), (138, 279), (121, 277), (120, 275), (106, 273), (105, 271), (92, 270), (67, 271), (66, 273), (36, 273), (35, 271), (26, 271), (25, 273), (13, 275), (0, 274)]]"
np_training_files/TROPOMISO2_20200910T231909__SAA=-171_SZA=57.npy,[]
np_training_files/TROPOMISO2_20220301T235157__SAA=-176_SZA=69.npy,[]
np_training_files/TROPOMISO2_20210507T013303__SAA=-147_SZA=28.npy,[]
np_training_files/TROPOMISO2_20210713T003737__SAA=-157_SZA=28.npy,"[[(153, 255), (144, 255), (143, 253), (139, 251), (134, 246), (134, 241), (137, 237), (139, 237), (142, 234), (150, 233), (154, 230), (163, 231), (165, 234), (169, 236), (169, 240), (159, 244), (158, 246), (160, 248), (158, 249), (157, 247), (155, 246), (154, 252), (156, 253), (154, 253), (153, 255)]]"
np_training_files/TROPOMISO2_20220503T002756__SAA=-165_SZA=41.npy,[]
np_training_files/TROPOMISO2_20200511T010639__SAA=-167_SZA=41.npy,"[[(40, 187), (34, 187), (29, 183), (22, 182), (20, 180), (22, 173), (35, 161), (35, 155), (37, 150), (39, 149), (39, 146), (37, 145), (39, 137), (45, 132), (54, 131), (58, 128), (79, 128), (80, 134), (72, 145), (66, 147), (65, 149), (60, 150), (57, 154), (54, 155), (53, 164), (46, 172), (43, 173), (43, 185), (40, 187)], [(42, 134), (78, 124), (114, 82), (125, 85), (130, 93), (104, 121), (82, 138), (66, 147), (55, 150), (52, 154), (52, 164), (46, 170), (40, 175), (42, 182), (40, 188), (34, 184), (32, 182), (25, 183), (23, 180), (40, 166), (42, 159)]]"
np_training_files/TROPOMISO2_20220519T002628__SAA=-158_SZA=33.npy,"[[(211, 132), (205, 131), (205, 125), (208, 123), (213, 124), (213, 128), (211, 132)], [(227, 190), (221, 190), (211, 182), (198, 183), (196, 180), (190, 178), (189, 176), (187, 175), (187, 168), (194, 161), (197, 161), (202, 152), (215, 154), (225, 165), (233, 164), (241, 165), (242, 167), (243, 165), (251, 165), (252, 167), (273, 169), (275, 172), (279, 172), (280, 174), (284, 175), (286, 180), (286, 182), (282, 183), (281, 185), (274, 185), (273, 183), (261, 183), (257, 180), (247, 179), (244, 182), (239, 183), (238, 185), (231, 186), (227, 190)], [(145, 241), (139, 238), (139, 230), (145, 224), (147, 214), (153, 208), (154, 203), (157, 200), (158, 202), (158, 211), (160, 212), (160, 216), (158, 217), (157, 224), (154, 228), (153, 234), (150, 235), (149, 240), (145, 241)], [(119, 231), (114, 227), (116, 225), (114, 224), (112, 217), (110, 216), (109, 210), (111, 207), (119, 208), (125, 216), (125, 222), (121, 225), (119, 231)], [(119, 251), (113, 251), (109, 246), (115, 238), (117, 238), (120, 242), (119, 251)]]"
np_training_files/TROPOMISO2_20200913T235909__SAA=-159_SZA=45.npy,[]
np_training_files/TROPOMISO2_20200930T234337__SAA=-167_SZA=62.npy,[]
np_training_files/TROPOMISO2_20200323T232350__SAA=-168_SZA=52.npy,[]
np_training_files/TROPOMISO2_20210421T013303__SAA=-152_SZA=32.npy,[]
np_training_files/TROPOMISO2_20220414T012521__SAA=-167_SZA=47.npy,"[[(54, 92), (50, 91), (51, 74), (55, 70), (58, 70), (63, 75), (68, 77), (68, 81), (64, 86), (58, 88), (54, 92)], [(86, 98), (80, 98), (79, 87), (73, 81), (69, 81), (71, 77), (84, 77), (85, 79), (87, 77), (91, 77), (93, 80), (97, 82), (99, 87), (99, 94), (95, 95), (94, 97), (86, 98)], [(90, 207), (78, 205), (76, 202), (71, 202), (68, 200), (65, 194), (65, 184), (67, 180), (73, 178), (75, 180), (75, 186), (77, 187), (78, 189), (90, 192), (94, 204), (90, 207)], [(20, 142), (17, 150), (22, 153), (25, 146)], [(33, 205), (50, 215), (52, 223), (40, 231), (37, 236), (30, 235), (26, 215), (12, 205), (20, 191), (30, 181), (40, 168), (45, 164), (51, 166), (46, 183), (36, 191)], [(52, 70), (53, 85), (29, 109), (37, 117), (64, 84), (82, 87), (77, 97), (100, 92), (98, 78), (60, 70)]]"
np_training_files/TROPOMISO2_20220428T020256__SAA=-164_SZA=42.npy,"[[(141, 139), (135, 139), (134, 137), (132, 136), (132, 132), (134, 131), (137, 121), (146, 119), (147, 122), (147, 128), (145, 135), (141, 139)]]"
np_training_files/TROPOMISO2_20200708T011908__SAA=-170_SZA=36.npy,"[[(310, 17), (304, 17), (299, 14), (301, 7), (308, 8), (308, 13), (310, 14), (308, 15), (310, 16), (310, 17)], [(70, 160), (69, 155), (71, 152), (76, 152), (77, 150), (87, 145), (89, 142), (109, 143), (114, 141), (119, 144), (116, 147), (113, 147), (112, 150), (110, 150), (108, 153), (104, 153), (102, 156), (71, 158), (70, 160)]]"
np_training_files/TROPOMISO2_20220520T000901__SAA=-165_SZA=38.npy,"[[(36, 72), (42, 73), (47, 111), (48, 150), (46, 187), (39, 183), (39, 151), (39, 115)]]"
np_training_files/TROPOMISO2_20220829T015718__SAA=-169_SZA=49.npy,"[[(127, 70), (137, 78), (153, 81), (142, 72)]]"
np_training_files/TROPOMISO2_20220809T013218__SAA=-171_SZA=44.npy,"[[(114, 132), (93, 131), (90, 125), (84, 123), (83, 115), (80, 112), (81, 110), (79, 103), (76, 101), (72, 96), (65, 90), (65, 80), (71, 69), (77, 68), (78, 66), (86, 65), (93, 59), (108, 57), (109, 55), (120, 53), (121, 51), (125, 54), (139, 55), (145, 62), (145, 65), (142, 68), (137, 68), (134, 70), (121, 70), (120, 72), (115, 73), (112, 77), (114, 83), (117, 85), (117, 90), (113, 96), (114, 102), (123, 101), (128, 103), (128, 106), (131, 106), (131, 109), (134, 109), (138, 115), (138, 121), (136, 123), (129, 125), (123, 130), (114, 132)]]"
np_training_files/TROPOMISO2_20200426T004448__SAA=-158_SZA=36.npy,[]
np_training_files/TROPOMISO2_20220829T001218__SAA=-159_SZA=38.npy,"[[(108, 196), (104, 196), (103, 194), (100, 194), (98, 191), (91, 190), (90, 187), (87, 185), (87, 181), (83, 178), (84, 172), (87, 171), (86, 162), (92, 156), (92, 154), (100, 147), (110, 147), (111, 149), (119, 152), (121, 158), (120, 164), (117, 167), (111, 168), (109, 170), (109, 174), (112, 174), (114, 178), (123, 180), (123, 187), (116, 194), (109, 194), (108, 196)], [(106, 235), (103, 235), (99, 232), (101, 231), (103, 221), (108, 218), (109, 210), (112, 208), (110, 206), (117, 204), (119, 206), (119, 211), (117, 212), (120, 214), (119, 220), (112, 225), (112, 231), (107, 233), (106, 235)]]"
np_training_files/TROPOMISO2_20200520T013318__SAA=-143_SZA=25.npy,[]
np_training_files/TROPOMISO2_20210517T000803__SAA=-163_SZA=36.npy,"[[(31, 158), (25, 158), (21, 156), (22, 150), (26, 146), (37, 147), (39, 150), (39, 154), (37, 156), (31, 158)], [(124, 122), (125, 129), (132, 129), (131, 124)], [(96, 128), (98, 132), (80, 138), (68, 137), (64, 130), (52, 130), (42, 129), (44, 122), (49, 120), (61, 125), (72, 132), (86, 132)], [(206, 122), (215, 120), (211, 116), (207, 116)]]"
np_training_files/TROPOMISO2_20210602T235201__SAA=-176_SZA=43.npy,[]
np_training_files/TROPOMISO2_20210712T005737__SAA=-162_SZA=30.npy,"[[(244, 169), (236, 169), (233, 165), (236, 161), (242, 161), (246, 165), (244, 169)], [(325, 153), (326, 162), (310, 167), (297, 164), (286, 163), (270, 167), (256, 171), (242, 173), (236, 167), (237, 163), (246, 166), (257, 164), (272, 160), (292, 155), (306, 160), (316, 159)]]"
np_training_files/TROPOMISO2_20210503T231303__SAA=-171_SZA=46.npy,[]
np_training_files/TROPOMISO2_20200526T232318__SAA=-159_SZA=32.npy,[]
np_training_files/TROPOMISO2_20220920T014314__SAA=-164_SZA=53.npy,[]
np_training_files/TROPOMISO2_20210830T003709__SAA=-159_SZA=38.npy,"[[(234, 292), (231, 292), (230, 290), (227, 290), (227, 287), (231, 284), (235, 286), (234, 292)], [(160, 340), (152, 336), (140, 337), (132, 330), (132, 319), (134, 318), (135, 313), (141, 310), (145, 306), (147, 297), (151, 295), (154, 295), (157, 298), (158, 304), (160, 305), (158, 315), (161, 319), (161, 333), (163, 334), (163, 339), (160, 340)]]"
np_training_files/TROPOMISO2_20210817T232135__SAA=-160_SZA=36.npy,"[[(180, 321), (174, 320), (173, 322), (176, 325), (178, 327), (182, 327), (182, 324)]]"
np_training_files/TROPOMISO2_20200620T001331__SAA=-158_SZA=29.npy,"[[(57, 223), (51, 222), (50, 217), (46, 211), (37, 211), (36, 209), (27, 207), (26, 201), (35, 198), (36, 200), (43, 200), (57, 205), (59, 213), (59, 222), (57, 223)]]"
np_training_files/TROPOMISO2_20220314T010521__SAA=-169_SZA=55.npy,[]
np_training_files/TROPOMISO2_20210819T004635__SAA=-168_SZA=44.npy,"[[(194, 70), (184, 70), (183, 65), (186, 62), (191, 62), (196, 67), (196, 69), (194, 70)], [(10, 222), (7, 222), (2, 218), (2, 213), (4, 209), (9, 207), (10, 205), (17, 205), (19, 202), (24, 201), (28, 198), (29, 194), (32, 193), (35, 189), (35, 187), (31, 183), (33, 178), (40, 175), (41, 172), (48, 171), (49, 169), (57, 167), (58, 164), (64, 165), (65, 167), (69, 167), (70, 165), (81, 165), (83, 167), (84, 165), (92, 163), (95, 160), (95, 153), (81, 147), (79, 143), (80, 137), (83, 136), (85, 132), (90, 130), (92, 127), (95, 127), (96, 125), (108, 123), (110, 120), (116, 119), (121, 114), (130, 114), (131, 120), (127, 128), (128, 145), (125, 147), (124, 152), (116, 160), (113, 161), (112, 164), (110, 164), (108, 167), (102, 170), (101, 174), (96, 176), (86, 186), (74, 190), (68, 197), (62, 198), (61, 200), (48, 202), (46, 205), (43, 206), (43, 208), (38, 209), (37, 211), (32, 213), (27, 213), (21, 218), (11, 220), (10, 222)], [(256, 62), (274, 64), (275, 53), (262, 56)], [(206, 58), (207, 63), (215, 62), (214, 58)]]"
np_training_files/TROPOMISO2_20200718T012802__SAA=-155_SZA=27.npy,"[[(91, 318), (88, 318), (90, 317), (90, 315), (88, 317), (85, 315), (84, 317), (80, 318), (69, 317), (68, 315), (59, 315), (55, 309), (59, 306), (65, 306), (66, 304), (75, 303), (82, 297), (87, 296), (89, 290), (95, 288), (96, 286), (99, 286), (100, 288), (105, 289), (109, 297), (108, 299), (104, 300), (101, 306), (99, 307), (98, 315), (91, 318)], [(64, 351), (64, 349), (62, 348), (66, 343), (65, 329), (67, 326), (70, 326), (71, 328), (77, 330), (77, 333), (79, 334), (79, 343), (81, 346), (79, 351)], [(0, 332), (3, 332), (4, 330), (11, 330), (11, 333), (13, 334), (13, 337), (11, 338), (11, 340), (5, 341), (2, 340), (2, 337), (0, 337)], [(343, 272), (344, 258), (338, 247), (322, 235), (326, 249), (332, 257), (336, 261), (337, 270)], [(156, 3), (156, 14), (175, 18), (202, 12), (214, 13), (210, 21), (185, 36), (152, 30), (122, 31), (103, 36), (76, 42), (50, 48), (28, 55), (35, 63), (35, 69), (20, 73), (4, 74), (2, 74), (2, 16), (36, 2)], [(158, 20), (158, 29), (140, 31), (106, 37), (75, 41), (55, 44), (32, 52), (25, 55), (25, 62), (23, 68), (9, 74), (2, 74), (1, 48), (0, 32), (2, 28), (0, 22), (4, 17), (12, 17), (27, 14), (37, 9), (44, 17), (57, 18), (74, 17), (83, 10), (87, 3), (98, 3), (124, 9), (134, 10)], [(343, 263), (344, 272), (340, 276), (335, 271), (336, 265)], [(32, 321), (34, 323), (46, 319), (43, 314)], [(23, 339), (27, 338), (29, 334), (33, 334), (35, 341), (31, 344), (23, 344)]]"
np_training_files/TROPOMISO2_20220606T012610__SAA=-138_SZA=21.npy,[]
np_training_files/TROPOMISO2_20210611T004116__SAA=-170_SZA=38.npy,"[[(20, 84), (11, 88), (7, 99), (60, 98), (80, 97), (104, 97), (136, 101), (150, 104), (174, 108), (177, 83)]]"
np_training_files/TROPOMISO2_20200608T003852__SAA=-157_SZA=29.npy,"[[(157, 205), (148, 205), (145, 204), (146, 193), (154, 193), (156, 195), (158, 200), (160, 201), (157, 205)], [(105, 256), (100, 256), (98, 255), (98, 250), (107, 242), (119, 237), (120, 235), (128, 233), (129, 231), (135, 230), (137, 227), (142, 226), (143, 224), (156, 224), (153, 230), (145, 237), (140, 238), (135, 242), (132, 242), (127, 248), (122, 249), (121, 251), (111, 252), (105, 256)]]"
np_training_files/TROPOMISO2_20220504T014756__SAA=-155_SZA=33.npy,"[[(84, 312), (78, 312), (75, 310), (75, 307), (73, 306), (75, 298), (77, 296), (86, 296), (88, 293), (97, 295), (98, 297), (95, 300), (95, 303), (90, 308), (90, 310), (84, 312)]]"
np_training_files/TROPOMISO2_20200613T004508__SAA=-157_SZA=28.npy,[]
np_training_files/TROPOMISO2_20210805T234820__SAA=-165_SZA=37.npy,[]
np_training_files/TROPOMISO2_20210416T013153__SAA=-170_SZA=49.npy,"[[(39, 81), (33, 81), (31, 78), (34, 73), (42, 72), (43, 77), (39, 81)]]"
np_training_files/TROPOMISO2_20220610T235610__SAA=-166_SZA=35.npy,[]
np_training_files/TROPOMISO2_20210701T010205__SAA=-151_SZA=24.npy,[]
np_training_files/TROPOMISO2_20200531T012818__SAA=-150_SZA=26.npy,"[[(200, 168), (188, 164), (185, 161), (176, 160), (175, 158), (157, 158), (156, 160), (154, 158), (148, 158), (147, 153), (150, 152), (151, 150), (160, 149), (161, 147), (185, 147), (186, 149), (189, 149), (195, 156), (200, 159), (200, 168)], [(237, 251), (235, 249), (228, 249), (226, 246), (202, 240), (200, 236), (198, 235), (198, 225), (201, 221), (205, 220), (208, 224), (211, 224), (214, 230), (223, 231), (224, 233), (231, 235), (232, 237), (237, 238), (241, 245), (241, 249), (238, 249), (237, 251)], [(234, 351), (230, 350), (229, 341), (234, 337), (237, 337), (239, 334), (249, 332), (250, 330), (255, 328), (258, 323), (260, 323), (263, 327), (263, 336), (257, 341), (257, 347), (255, 348), (255, 350), (252, 351)], [(160, 351), (161, 345), (150, 339), (144, 340), (143, 348), (146, 351)], [(116, 351), (114, 347), (108, 349), (105, 351)], [(40, 351), (39, 347), (34, 348), (33, 351), (32, 351)], [(172, 262), (188, 266), (192, 272), (197, 281), (200, 285), (193, 285), (184, 281), (184, 274), (177, 269)], [(143, 260), (148, 264), (160, 272), (160, 281), (151, 276), (142, 270), (137, 264)]]"
np_training_files/TROPOMISO2_20220930T001408__SAA=-163_SZA=56.npy,[]
np_training_files/TROPOMISO2_20210501T000803__SAA=-164_SZA=40.npy,"[[(86, 134), (82, 140), (96, 140), (97, 135)], [(42, 158), (39, 152), (31, 152), (30, 156), (34, 160)]]"
np_training_files/TROPOMISO2_20220524T003315__SAA=-160_SZA=34.npy,"[[(256, 112), (252, 112), (251, 110), (249, 109), (249, 106), (261, 92), (264, 92), (265, 94), (267, 95), (266, 105), (262, 109), (257, 110), (256, 112)], [(116, 160), (107, 160), (103, 157), (103, 151), (107, 147), (117, 145), (117, 143), (120, 141), (124, 142), (128, 150), (127, 156), (117, 158), (116, 160)], [(205, 241), (191, 240), (186, 237), (185, 233), (179, 233), (176, 231), (176, 227), (178, 226), (181, 220), (186, 218), (208, 219), (208, 222), (212, 225), (213, 229), (216, 231), (216, 234), (212, 240), (205, 241)], [(151, 139), (144, 142), (148, 148), (155, 142)], [(308, 142), (306, 136), (292, 136), (278, 132), (268, 132), (268, 138), (282, 140), (296, 143)]]"
np_training_files/TROPOMISO2_20210604T010701__SAA=-139_SZA=22.npy,[]
